0.000	0.010	0.019	0.029	0.033	0.048	0.059	0.064	0.070	0.075	0.085	0.102	0.112	0.127	0.137	0.146	0.157	0.168	0.172	0.181	0.189	0.202	0.207	0.217	0.231	0.243	0.254	0.269	0.274	0.285	0.295	0.302	0.312	0.318	0.330	0.339	0.347	0.357	0.367	0.378	0.390	0.402	0.416	0.426	0.437	0.445	0.461	0.475	0.483	0.492	0.505	0.513	0.519	0.533	0.551	0.565	0.578	0.589	0.601	0.609	0.621	0.633	0.647	0.664	0.673	0.687	0.690	0.701	0.708	0.718	0.731	0.740	0.749	0.758	0.761	0.768	0.778	0.789	0.789	0.798	0.811	0.821	0.832	0.843	0.852	0.860	0.865	0.877	0.885	0.894	0.909	0.921	0.931	0.935	0.942	0.945	0.948	0.962	0.974	0.986	1.000	
0.000	0.008	0.017	0.027	0.031	0.046	0.057	0.062	0.068	0.073	0.083	0.100	0.110	0.125	0.136	0.144	0.155	0.166	0.170	0.179	0.187	0.200	0.205	0.216	0.229	0.241	0.252	0.267	0.272	0.283	0.293	0.300	0.310	0.316	0.328	0.337	0.345	0.355	0.365	0.376	0.388	0.400	0.414	0.424	0.435	0.443	0.459	0.473	0.481	0.490	0.503	0.511	0.517	0.531	0.549	0.564	0.576	0.587	0.599	0.607	0.619	0.632	0.645	0.662	0.671	0.685	0.688	0.699	0.706	0.716	0.729	0.738	0.747	0.756	0.759	0.766	0.776	0.787	0.787	0.796	0.809	0.819	0.830	0.841	0.850	0.858	0.863	0.875	0.883	0.892	0.908	0.919	0.929	0.933	0.940	0.943	0.946	0.960	0.972	0.984	0.998	
0.000	0.000	0.008	0.018	0.022	0.037	0.048	0.053	0.059	0.064	0.074	0.091	0.101	0.116	0.127	0.135	0.146	0.157	0.161	0.171	0.178	0.191	0.196	0.207	0.220	0.232	0.243	0.258	0.263	0.274	0.284	0.291	0.301	0.307	0.319	0.329	0.336	0.346	0.356	0.367	0.380	0.391	0.405	0.415	0.426	0.434	0.450	0.464	0.472	0.481	0.494	0.502	0.508	0.522	0.540	0.555	0.568	0.578	0.590	0.598	0.610	0.623	0.636	0.653	0.662	0.676	0.679	0.690	0.697	0.707	0.720	0.729	0.739	0.747	0.750	0.757	0.767	0.778	0.778	0.787	0.800	0.810	0.821	0.832	0.841	0.849	0.854	0.866	0.874	0.883	0.899	0.910	0.920	0.924	0.931	0.934	0.937	0.951	0.963	0.975	0.989	
0.000	0.000	0.000	0.008	0.013	0.028	0.039	0.043	0.050	0.055	0.065	0.082	0.092	0.107	0.117	0.126	0.136	0.148	0.152	0.161	0.169	0.182	0.187	0.197	0.211	0.222	0.234	0.249	0.254	0.265	0.275	0.282	0.292	0.298	0.310	0.319	0.327	0.336	0.347	0.358	0.370	0.382	0.396	0.406	0.417	0.425	0.440	0.455	0.463	0.472	0.485	0.493	0.498	0.513	0.531	0.545	0.558	0.569	0.581	0.589	0.601	0.613	0.627	0.643	0.653	0.667	0.670	0.681	0.688	0.697	0.710	0.720	0.729	0.738	0.741	0.747	0.758	0.768	0.769	0.778	0.791	0.800	0.812	0.823	0.832	0.840	0.844	0.857	0.865	0.874	0.889	0.901	0.911	0.915	0.922	0.925	0.928	0.941	0.954	0.966	0.980	
0.000	0.000	0.000	0.000	0.003	0.018	0.029	0.033	0.040	0.045	0.055	0.072	0.082	0.097	0.107	0.115	0.126	0.137	0.141	0.151	0.159	0.172	0.177	0.187	0.201	0.212	0.224	0.238	0.244	0.255	0.264	0.272	0.282	0.288	0.299	0.309	0.317	0.326	0.337	0.348	0.360	0.372	0.385	0.396	0.407	0.415	0.430	0.444	0.453	0.462	0.475	0.482	0.488	0.503	0.521	0.535	0.548	0.559	0.571	0.579	0.591	0.603	0.617	0.633	0.642	0.657	0.659	0.671	0.678	0.687	0.700	0.710	0.719	0.728	0.731	0.737	0.748	0.758	0.759	0.768	0.780	0.790	0.802	0.813	0.822	0.830	0.834	0.846	0.855	0.863	0.879	0.891	0.901	0.905	0.912	0.915	0.918	0.931	0.944	0.956	0.970	
0.000	0.000	0.000	0.000	0.000	0.009	0.020	0.025	0.031	0.036	0.046	0.063	0.073	0.088	0.099	0.107	0.118	0.129	0.133	0.142	0.150	0.163	0.168	0.179	0.192	0.204	0.215	0.230	0.235	0.246	0.256	0.263	0.273	0.279	0.291	0.300	0.308	0.318	0.328	0.339	0.351	0.363	0.377	0.387	0.398	0.406	0.422	0.436	0.444	0.453	0.466	0.474	0.480	0.494	0.512	0.527	0.539	0.550	0.562	0.570	0.582	0.594	0.608	0.625	0.634	0.648	0.651	0.662	0.669	0.679	0.692	0.701	0.710	0.719	0.722	0.729	0.739	0.750	0.750	0.759	0.772	0.782	0.793	0.804	0.813	0.821	0.826	0.838	0.846	0.855	0.871	0.882	0.892	0.896	0.903	0.906	0.909	0.923	0.935	0.947	0.961	
0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.012	0.018	0.024	0.034	0.051	0.061	0.076	0.086	0.094	0.105	0.116	0.120	0.130	0.137	0.151	0.155	0.166	0.180	0.191	0.203	0.217	0.222	0.234	0.243	0.251	0.260	0.267	0.278	0.288	0.296	0.305	0.316	0.327	0.339	0.351	0.364	0.375	0.386	0.394	0.409	0.423	0.432	0.440	0.453	0.461	0.467	0.482	0.499	0.514	0.527	0.538	0.550	0.557	0.570	0.582	0.595	0.612	0.621	0.636	0.638	0.650	0.657	0.666	0.679	0.688	0.698	0.706	0.709	0.716	0.727	0.737	0.738	0.747	0.759	0.769	0.780	0.792	0.800	0.809	0.813	0.825	0.833	0.842	0.858	0.870	0.880	0.884	0.891	0.894	0.897	0.910	0.923	0.935	0.948	
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.012	0.022	0.039	0.049	0.064	0.074	0.082	0.093	0.104	0.108	0.118	0.125	0.139	0.143	0.154	0.168	0.179	0.191	0.205	0.210	0.222	0.231	0.239	0.248	0.255	0.266	0.276	0.284	0.293	0.304	0.315	0.327	0.339	0.352	0.363	0.374	0.382	0.397	0.411	0.420	0.428	0.441	0.449	0.455	0.470	0.487	0.502	0.515	0.526	0.538	0.545	0.558	0.570	0.583	0.600	0.609	0.624	0.626	0.638	0.645	0.654	0.667	0.676	0.686	0.694	0.697	0.704	0.715	0.725	0.726	0.735	0.747	0.757	0.768	0.780	0.788	0.797	0.801	0.813	0.821	0.830	0.846	0.858	0.868	0.872	0.879	0.882	0.885	0.898	0.911	0.923	0.936	
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.011	0.021	0.038	0.048	0.063	0.074	0.082	0.093	0.104	0.108	0.117	0.125	0.138	0.143	0.154	0.167	0.179	0.190	0.205	0.210	0.221	0.231	0.238	0.248	0.254	0.266	0.275	0.283	0.293	0.303	0.314	0.326	0.338	0.352	0.362	0.373	0.381	0.397	0.411	0.419	0.428	0.441	0.449	0.455	0.469	0.487	0.502	0.514	0.525	0.537	0.545	0.557	0.570	0.583	0.600	0.609	0.623	0.626	0.637	0.644	0.654	0.667	0.676	0.685	0.694	0.697	0.704	0.714	0.725	0.725	0.734	0.747	0.757	0.768	0.779	0.788	0.796	0.801	0.813	0.821	0.830	0.846	0.857	0.867	0.871	0.878	0.881	0.884	0.898	0.910	0.922	0.936	
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.015	0.032	0.042	0.057	0.067	0.075	0.086	0.097	0.101	0.111	0.119	0.132	0.137	0.147	0.161	0.172	0.184	0.198	0.204	0.215	0.224	0.232	0.242	0.248	0.259	0.269	0.277	0.286	0.297	0.308	0.320	0.332	0.345	0.356	0.367	0.375	0.390	0.404	0.413	0.422	0.435	0.442	0.448	0.463	0.481	0.495	0.508	0.519	0.531	0.539	0.551	0.563	0.577	0.593	0.602	0.617	0.619	0.631	0.638	0.647	0.660	0.670	0.679	0.688	0.691	0.697	0.708	0.718	0.719	0.728	0.740	0.750	0.762	0.773	0.782	0.790	0.794	0.806	0.815	0.823	0.839	0.851	0.861	0.865	0.872	0.875	0.878	0.891	0.904	0.916	0.930	
